anatomical structure,methods,Dice
Right-Hippocampus,CycleMorph,0.748387
Right-Hippocampus,CycleMorph,0.803632
Right-Hippocampus,CycleMorph,0.814071
Right-Hippocampus,CycleMorph,0.76613
Right-Hippocampus,CycleMorph,0.719342
Right-Hippocampus,CycleMorph,0.79446
Right-Hippocampus,CycleMorph,0.791359
Right-Hippocampus,CycleMorph,0.780302
Right-Hippocampus,CycleMorph,0.790332
Right-Hippocampus,CycleMorph,0.791753
Right-Hippocampus,CycleMorph,0.794714
Right-Hippocampus,CycleMorph,0.814202
Right-Hippocampus,CycleMorph,0.803086
Right-Hippocampus,CycleMorph,0.753518
Right-Hippocampus,CycleMorph,0.821248
Right-Hippocampus,CycleMorph,0.820815
Right-Hippocampus,CycleMorph,0.776377
Right-Hippocampus,CycleMorph,0.794813
Right-Hippocampus,CycleMorph,0.772968
Right-Hippocampus,CycleMorph,0.737805
Right-Hippocampus,CycleMorph,0.789323
Right-Hippocampus,CycleMorph,0.760201
Right-Hippocampus,CycleMorph,0.733274
Right-Hippocampus,CycleMorph,0.77743
Right-Hippocampus,CycleMorph,0.807558
Right-Hippocampus,CycleMorph,0.811999
Right-Hippocampus,CycleMorph,0.777196
Right-Hippocampus,CycleMorph,0.787243
Right-Hippocampus,CycleMorph,0.788006
Right-Hippocampus,CycleMorph,0.775225
Right-Hippocampus,CycleMorph,0.782686
Right-Hippocampus,CycleMorph,0.780875
Right-Hippocampus,CycleMorph,0.770461
Right-Hippocampus,CycleMorph,0.797915
Right-Hippocampus,CycleMorph,0.753028
Right-Hippocampus,CycleMorph,0.812238
Right-Hippocampus,CycleMorph,0.762205
Right-Hippocampus,CycleMorph,0.79229
Right-Hippocampus,CycleMorph,0.808774
Right-Hippocampus,CycleMorph,0.827613
Right-Hippocampus,CycleMorph,0.785297
Right-Hippocampus,CycleMorph,0.796732
Right-Hippocampus,CycleMorph,0.804768
Right-Hippocampus,CycleMorph,0.738366
Right-Hippocampus,CycleMorph,0.733968
Right-Hippocampus,CycleMorph,0.782201
Right-Hippocampus,CycleMorph,0.751887
Right-Hippocampus,CycleMorph,0.799222
Right-Hippocampus,CycleMorph,0.796538
Right-Hippocampus,CycleMorph,0.784377
Right-Hippocampus,CycleMorph,0.754501
Right-Hippocampus,CycleMorph,0.833704
Right-Hippocampus,CycleMorph,0.806278
Right-Hippocampus,CycleMorph,0.757966
Right-Hippocampus,CycleMorph,0.82635
Right-Hippocampus,CycleMorph,0.692966
Right-Cerebral-White-Matter,CycleMorph,0.802784
Right-Cerebral-White-Matter,CycleMorph,0.809961
Right-Cerebral-White-Matter,CycleMorph,0.824486
Right-Cerebral-White-Matter,CycleMorph,0.798021
Right-Cerebral-White-Matter,CycleMorph,0.798079
Right-Cerebral-White-Matter,CycleMorph,0.791023
Right-Cerebral-White-Matter,CycleMorph,0.810252
Right-Cerebral-White-Matter,CycleMorph,0.796126
Right-Cerebral-White-Matter,CycleMorph,0.823089
Right-Cerebral-White-Matter,CycleMorph,0.796178
Right-Cerebral-White-Matter,CycleMorph,0.822944
Right-Cerebral-White-Matter,CycleMorph,0.814993
Right-Cerebral-White-Matter,CycleMorph,0.807482
Right-Cerebral-White-Matter,CycleMorph,0.834161
Right-Cerebral-White-Matter,CycleMorph,0.816422
Right-Cerebral-White-Matter,CycleMorph,0.803073
Right-Cerebral-White-Matter,CycleMorph,0.802498
Right-Cerebral-White-Matter,CycleMorph,0.828977
Right-Cerebral-White-Matter,CycleMorph,0.81446
Right-Cerebral-White-Matter,CycleMorph,0.814919
Right-Cerebral-White-Matter,CycleMorph,0.816299
Right-Cerebral-White-Matter,CycleMorph,0.797272
Right-Cerebral-White-Matter,CycleMorph,0.822388
Right-Cerebral-White-Matter,CycleMorph,0.82571
Right-Cerebral-White-Matter,CycleMorph,0.814537
Right-Cerebral-White-Matter,CycleMorph,0.788997
Right-Cerebral-White-Matter,CycleMorph,0.769617
Right-Cerebral-White-Matter,CycleMorph,0.811636
Right-Cerebral-White-Matter,CycleMorph,0.828089
Right-Cerebral-White-Matter,CycleMorph,0.757138
Right-Cerebral-White-Matter,CycleMorph,0.819468
Right-Cerebral-White-Matter,CycleMorph,0.803045
Right-Cerebral-White-Matter,CycleMorph,0.772801
Right-Cerebral-White-Matter,CycleMorph,0.798859
Right-Cerebral-White-Matter,CycleMorph,0.80075
Right-Cerebral-White-Matter,CycleMorph,0.821631
Right-Cerebral-White-Matter,CycleMorph,0.81281
Right-Cerebral-White-Matter,CycleMorph,0.830227
Right-Cerebral-White-Matter,CycleMorph,0.797205
Right-Cerebral-White-Matter,CycleMorph,0.804643
Right-Cerebral-White-Matter,CycleMorph,0.784875
Right-Cerebral-White-Matter,CycleMorph,0.805752
Right-Cerebral-White-Matter,CycleMorph,0.80184
Right-Cerebral-White-Matter,CycleMorph,0.827763
Right-Cerebral-White-Matter,CycleMorph,0.808263
Right-Cerebral-White-Matter,CycleMorph,0.809756
Right-Cerebral-White-Matter,CycleMorph,0.798457
Right-Cerebral-White-Matter,CycleMorph,0.824563
Right-Cerebral-White-Matter,CycleMorph,0.809721
Right-Cerebral-White-Matter,CycleMorph,0.766013
Right-Cerebral-White-Matter,CycleMorph,0.822256
Right-Cerebral-White-Matter,CycleMorph,0.809896
Right-Cerebral-White-Matter,CycleMorph,0.801861
Right-Cerebral-White-Matter,CycleMorph,0.797139
Right-Cerebral-White-Matter,CycleMorph,0.805524
Right-Cerebral-White-Matter,CycleMorph,0.822036
Right-Cerebral-White-Matter,CycleMorph,0.811536
Right-Cerebral-White-Matter,CycleMorph,0.789844
Right-Cerebral-White-Matter,CycleMorph,0.807934
Right-Cerebral-White-Matter,CycleMorph,0.804242
Right-Cerebral-White-Matter,CycleMorph,0.785133
Right-Cerebral-White-Matter,CycleMorph,0.812864
Right-Cerebral-White-Matter,CycleMorph,0.771044
Right-Cerebral-White-Matter,CycleMorph,0.810263
Right-Cerebral-White-Matter,CycleMorph,0.783556
Right-Cerebral-White-Matter,CycleMorph,0.802184
Right-Cerebral-White-Matter,CycleMorph,0.803197
Right-Cerebral-White-Matter,CycleMorph,0.800059
Right-Cerebral-White-Matter,CycleMorph,0.81108
Right-Cerebral-White-Matter,CycleMorph,0.812614
Right-Cerebral-White-Matter,CycleMorph,0.778827
Right-Cerebral-White-Matter,CycleMorph,0.789778
Right-Cerebral-White-Matter,CycleMorph,0.766675
Right-Cerebral-White-Matter,CycleMorph,0.813973
Right-Cerebral-White-Matter,CycleMorph,0.795706
Right-Cerebral-White-Matter,CycleMorph,0.798789
Right-Cerebral-White-Matter,CycleMorph,0.791119
Right-Cerebral-White-Matter,CycleMorph,0.790904
Right-Cerebral-White-Matter,CycleMorph,0.822488
Right-Cerebral-White-Matter,CycleMorph,0.808865
Right-Cerebral-White-Matter,CycleMorph,0.820243
Right-Cerebral-White-Matter,CycleMorph,0.809515
Right-Cerebral-White-Matter,CycleMorph,0.781204
Right-Cerebral-White-Matter,CycleMorph,0.79554
Right-Cerebral-White-Matter,CycleMorph,0.809623
Right-Cerebral-White-Matter,CycleMorph,0.80594
Right-Cerebral-White-Matter,CycleMorph,0.791443
Right-Cerebral-White-Matter,CycleMorph,0.806466
Right-Cerebral-White-Matter,CycleMorph,0.797546
Right-Cerebral-White-Matter,CycleMorph,0.812042
Right-Cerebral-White-Matter,CycleMorph,0.812548
Right-Cerebral-White-Matter,CycleMorph,0.799256
Right-Cerebral-White-Matter,CycleMorph,0.787662
Right-Cerebral-White-Matter,CycleMorph,0.773707
Right-Cerebral-White-Matter,CycleMorph,0.821463
Right-Cerebral-White-Matter,CycleMorph,0.786639
Right-Cerebral-White-Matter,CycleMorph,0.81294
Right-Cerebral-White-Matter,CycleMorph,0.802654
Right-Cerebral-White-Matter,CycleMorph,0.830632
Right-Cerebral-White-Matter,CycleMorph,0.774761
Right-Cerebral-White-Matter,CycleMorph,0.803541
Right-Cerebral-White-Matter,CycleMorph,0.811741
Right-Cerebral-White-Matter,CycleMorph,0.780244
Right-Cerebral-White-Matter,CycleMorph,0.813781
Right-Cerebral-White-Matter,CycleMorph,0.767115
Right-Cerebral-White-Matter,CycleMorph,0.804455
Right-Cerebral-White-Matter,CycleMorph,0.770463
Right-Cerebral-White-Matter,CycleMorph,0.808224
Right-Cerebral-White-Matter,CycleMorph,0.768616
Right-Cerebral-White-Matter,CycleMorph,0.813156
Right-Cerebral-White-Matter,CycleMorph,0.815036
Right-Cerebral-White-Matter,CycleMorph,0.820834
Right-Cerebral-White-Matter,CycleMorph,0.795236
Right-Cerebral-White-Matter,CycleMorph,0.816789
Right-Cerebral-White-Matter,CycleMorph,0.817203
Right-Cerebral-Cortex,CycleMorph,0.675937
Right-Cerebral-Cortex,CycleMorph,0.63252
Right-Cerebral-Cortex,CycleMorph,0.681613
Right-Cerebral-Cortex,CycleMorph,0.67887
Right-Cerebral-Cortex,CycleMorph,0.587086
Right-Cerebral-Cortex,CycleMorph,0.665327
Right-Cerebral-Cortex,CycleMorph,0.635616
Right-Cerebral-Cortex,CycleMorph,0.692792
Right-Cerebral-Cortex,CycleMorph,0.680461
Right-Cerebral-Cortex,CycleMorph,0.695215
Right-Cerebral-Cortex,CycleMorph,0.658286
Right-Cerebral-Cortex,CycleMorph,0.609157
Right-Cerebral-Cortex,CycleMorph,0.662123
Right-Cerebral-Cortex,CycleMorph,0.679443
Right-Cerebral-Cortex,CycleMorph,0.589912
Right-Cerebral-Cortex,CycleMorph,0.683273
Right-Cerebral-Cortex,CycleMorph,0.650568
Right-Cerebral-Cortex,CycleMorph,0.681487
Right-Cerebral-Cortex,CycleMorph,0.684364
Right-Cerebral-Cortex,CycleMorph,0.689963
Right-Cerebral-Cortex,CycleMorph,0.596608
Right-Cerebral-Cortex,CycleMorph,0.637027
Right-Cerebral-Cortex,CycleMorph,0.64483
Right-Cerebral-Cortex,CycleMorph,0.691641
Right-Cerebral-Cortex,CycleMorph,0.669089
Right-Cerebral-Cortex,CycleMorph,0.677488
Right-Cerebral-Cortex,CycleMorph,0.637767
Right-Cerebral-Cortex,CycleMorph,0.665877
Right-Cerebral-Cortex,CycleMorph,0.62466
Right-Cerebral-Cortex,CycleMorph,0.707378
Right-Cerebral-Cortex,CycleMorph,0.715368
Right-Cerebral-Cortex,CycleMorph,0.580507
Right-Cerebral-Cortex,CycleMorph,0.616745
Right-Cerebral-Cortex,CycleMorph,0.634022
Right-Cerebral-Cortex,CycleMorph,0.626557
Right-Cerebral-Cortex,CycleMorph,0.68584
Right-Cerebral-Cortex,CycleMorph,0.685118
Right-Cerebral-Cortex,CycleMorph,0.620534
Right-Cerebral-Cortex,CycleMorph,0.673001
Right-Cerebral-Cortex,CycleMorph,0.60746
Right-Cerebral-Cortex,CycleMorph,0.667847
Right-Cerebral-Cortex,CycleMorph,0.64449
Right-Cerebral-Cortex,CycleMorph,0.626553
Right-Cerebral-Cortex,CycleMorph,0.682568
Right-Cerebral-Cortex,CycleMorph,0.703841
Right-Cerebral-Cortex,CycleMorph,0.657089
Right-Cerebral-Cortex,CycleMorph,0.663189
Right-Cerebral-Cortex,CycleMorph,0.661802
Right-Cerebral-Cortex,CycleMorph,0.641815
Right-Cerebral-Cortex,CycleMorph,0.6646
Right-Cerebral-Cortex,CycleMorph,0.653134
Right-Cerebral-Cortex,CycleMorph,0.653089
Right-Cerebral-Cortex,CycleMorph,0.622012
Right-Cerebral-Cortex,CycleMorph,0.594108
Right-Cerebral-Cortex,CycleMorph,0.624178
Right-Cerebral-Cortex,CycleMorph,0.615009
Right-Cerebral-Cortex,CycleMorph,0.637511
Right-Cerebral-Cortex,CycleMorph,0.615483
Right-Cerebral-Cortex,CycleMorph,0.68938
Right-Cerebral-Cortex,CycleMorph,0.670707
Right-Cerebral-Cortex,CycleMorph,0.672552
Right-Cerebral-Cortex,CycleMorph,0.598819
Right-Cerebral-Cortex,CycleMorph,0.653822
Right-Cerebral-Cortex,CycleMorph,0.669357
Right-Cerebral-Cortex,CycleMorph,0.692678
Right-Cerebral-Cortex,CycleMorph,0.63455
Right-Cerebral-Cortex,CycleMorph,0.701417
Right-Cerebral-Cortex,CycleMorph,0.690877
Right-Cerebral-Cortex,CycleMorph,0.621923
Right-Cerebral-Cortex,CycleMorph,0.650403
Right-Cerebral-Cortex,CycleMorph,0.668616
Right-Cerebral-Cortex,CycleMorph,0.687573
Right-Cerebral-Cortex,CycleMorph,0.691575
Right-Cerebral-Cortex,CycleMorph,0.601624
Right-Cerebral-Cortex,CycleMorph,0.685594
Right-Cerebral-Cortex,CycleMorph,0.622989
Right-Cerebral-Cortex,CycleMorph,0.671394
Right-Cerebral-Cortex,CycleMorph,0.679318
Right-Cerebral-Cortex,CycleMorph,0.680402
Right-Cerebral-Cortex,CycleMorph,0.648556
Right-Cerebral-Cortex,CycleMorph,0.650639
Right-Cerebral-Cortex,CycleMorph,0.683903
Right-Cerebral-Cortex,CycleMorph,0.706146
Right-Cerebral-Cortex,CycleMorph,0.634331
Right-Cerebral-Cortex,CycleMorph,0.684955
Right-Cerebral-Cortex,CycleMorph,0.684527
Right-Cerebral-Cortex,CycleMorph,0.63261
Right-Cerebral-Cortex,CycleMorph,0.678731
Right-Cerebral-Cortex,CycleMorph,0.707052
Right-Cerebral-Cortex,CycleMorph,0.685778
Right-Cerebral-Cortex,CycleMorph,0.635501
Right-Cerebral-Cortex,CycleMorph,0.672961
Right-Cerebral-Cortex,CycleMorph,0.660658
Right-Cerebral-Cortex,CycleMorph,0.637639
Right-Cerebral-Cortex,CycleMorph,0.638399
Right-Cerebral-Cortex,CycleMorph,0.605551
Right-Cerebral-Cortex,CycleMorph,0.63185
Right-Cerebral-Cortex,CycleMorph,0.635993
Right-Cerebral-Cortex,CycleMorph,0.615704
Right-Cerebral-Cortex,CycleMorph,0.572281
Right-Cerebral-Cortex,CycleMorph,0.627194
Right-Cerebral-Cortex,CycleMorph,0.668118
Right-Cerebral-Cortex,CycleMorph,0.639788
Right-Cerebral-Cortex,CycleMorph,0.680993
Right-Cerebral-Cortex,CycleMorph,0.635232
Right-Cerebral-Cortex,CycleMorph,0.663381
Right-Cerebral-Cortex,CycleMorph,0.634877
Right-Cerebral-Cortex,CycleMorph,0.650908
Right-Cerebral-Cortex,CycleMorph,0.663472
Right-Cerebral-Cortex,CycleMorph,0.700197
Right-Cerebral-Cortex,CycleMorph,0.633529
Right-Cerebral-Cortex,CycleMorph,0.590348
Right-Cerebral-Cortex,CycleMorph,0.656267
Right-Cerebral-Cortex,CycleMorph,0.662981
Right-Cerebral-Cortex,CycleMorph,0.696681
Right-Cerebellum-White-Matter,CycleMorph,0.738571
Right-Cerebellum-White-Matter,CycleMorph,0.775679
Right-Cerebellum-White-Matter,CycleMorph,0.813964
Right-Cerebellum-White-Matter,CycleMorph,0.741383
Right-Cerebellum-White-Matter,CycleMorph,0.747801
Right-Cerebellum-White-Matter,CycleMorph,0.80332
Right-Cerebellum-White-Matter,CycleMorph,0.692016
Right-Cerebellum-White-Matter,CycleMorph,0.723921
Right-Cerebellum-White-Matter,CycleMorph,0.761479
Right-Cerebellum-White-Matter,CycleMorph,0.760905
Right-Cerebellum-White-Matter,CycleMorph,0.779395
Right-Cerebellum-White-Matter,CycleMorph,0.709975
Right-Cerebellum-White-Matter,CycleMorph,0.597009
Right-Cerebellum-White-Matter,CycleMorph,0.781875
Right-Cerebellum-White-Matter,CycleMorph,0.761181
Right-Cerebellum-White-Matter,CycleMorph,0.727948
Right-Cerebellum-White-Matter,CycleMorph,0.749964
Right-Cerebellum-White-Matter,CycleMorph,0.70491
Right-Cerebellum-White-Matter,CycleMorph,0.823785
Right-Cerebellum-White-Matter,CycleMorph,0.706386
Right-Cerebellum-White-Matter,CycleMorph,0.671523
Right-Cerebellum-White-Matter,CycleMorph,0.747536
Right-Cerebellum-White-Matter,CycleMorph,0.709685
Right-Cerebellum-White-Matter,CycleMorph,0.725191
Right-Cerebellum-White-Matter,CycleMorph,0.786254
Right-Cerebellum-White-Matter,CycleMorph,0.804572
Right-Cerebellum-White-Matter,CycleMorph,0.825286
Right-Cerebellum-White-Matter,CycleMorph,0.729026
Right-Cerebellum-White-Matter,CycleMorph,0.70784
Right-Cerebellum-White-Matter,CycleMorph,0.790022
Right-Cerebellum-White-Matter,CycleMorph,0.828144
Right-Cerebellum-White-Matter,CycleMorph,0.719226
Right-Cerebellum-White-Matter,CycleMorph,0.708524
Right-Cerebellum-White-Matter,CycleMorph,0.685319
Right-Cerebellum-White-Matter,CycleMorph,0.79222
Right-Cerebellum-White-Matter,CycleMorph,0.790206
Right-Cerebellum-White-Matter,CycleMorph,0.753933
Right-Cerebellum-White-Matter,CycleMorph,0.72938
Right-Cerebellum-White-Matter,CycleMorph,0.814103
Right-Cerebellum-White-Matter,CycleMorph,0.686817
Right-Cerebellum-White-Matter,CycleMorph,0.75574
Right-Cerebellum-White-Matter,CycleMorph,0.75716
Right-Cerebellum-White-Matter,CycleMorph,0.761417
Right-Cerebellum-White-Matter,CycleMorph,0.697021
Right-Cerebellum-White-Matter,CycleMorph,0.736232
Right-Cerebellum-White-Matter,CycleMorph,0.655782
Right-Cerebellum-White-Matter,CycleMorph,0.770311
Right-Cerebellum-White-Matter,CycleMorph,0.800493
Right-Cerebellum-White-Matter,CycleMorph,0.760214
Right-Cerebellum-White-Matter,CycleMorph,0.789503
Right-Cerebellum-White-Matter,CycleMorph,0.83226
Right-Cerebellum-White-Matter,CycleMorph,0.792338
Right-Cerebellum-White-Matter,CycleMorph,0.772139
Right-Cerebellum-White-Matter,CycleMorph,0.809536
Right-Cerebellum-White-Matter,CycleMorph,0.765693
Right-Cerebellum-White-Matter,CycleMorph,0.796757
Right-Cerebellum-White-Matter,CycleMorph,0.692662
Right-Cerebellum-White-Matter,CycleMorph,0.77189
Right-Cerebellum-White-Matter,CycleMorph,0.772962
Right-Cerebellum-White-Matter,CycleMorph,0.799042
Right-Cerebellum-White-Matter,CycleMorph,0.798893
Right-Cerebellum-White-Matter,CycleMorph,0.71855
Right-Cerebellum-White-Matter,CycleMorph,0.820944
Right-Cerebellum-White-Matter,CycleMorph,0.662856
Right-Cerebellum-White-Matter,CycleMorph,0.790974
Right-Cerebellum-White-Matter,CycleMorph,0.767474
Right-Cerebellum-White-Matter,CycleMorph,0.787893
Right-Cerebellum-White-Matter,CycleMorph,0.803397
Right-Cerebellum-White-Matter,CycleMorph,0.804342
Right-Cerebellum-White-Matter,CycleMorph,0.68938
Right-Cerebellum-White-Matter,CycleMorph,0.725979
Right-Cerebellum-White-Matter,CycleMorph,0.7073
Right-Cerebellum-White-Matter,CycleMorph,0.78769
Right-Cerebellum-White-Matter,CycleMorph,0.743642
Right-Cerebellum-White-Matter,CycleMorph,0.790249
Right-Cerebellum-White-Matter,CycleMorph,0.770561
Right-Cerebellum-White-Matter,CycleMorph,0.768961
Right-Cerebellum-White-Matter,CycleMorph,0.8117
Right-Cerebellum-White-Matter,CycleMorph,0.742579
Right-Cerebellum-White-Matter,CycleMorph,0.738567
Right-Cerebellum-White-Matter,CycleMorph,0.74697
Right-Cerebellum-White-Matter,CycleMorph,0.764963
Right-Cerebellum-White-Matter,CycleMorph,0.693897
Right-Cerebellum-White-Matter,CycleMorph,0.770024
Right-Cerebellum-White-Matter,CycleMorph,0.833374
Right-Cerebellum-White-Matter,CycleMorph,0.785544
Right-Cerebellum-White-Matter,CycleMorph,0.781366
Right-Cerebellum-White-Matter,CycleMorph,0.775667
Right-Cerebellum-White-Matter,CycleMorph,0.687295
Right-Cerebellum-White-Matter,CycleMorph,0.775106
Right-Cerebellum-White-Matter,CycleMorph,0.771358
Right-Cerebellum-White-Matter,CycleMorph,0.770906
Right-Cerebellum-White-Matter,CycleMorph,0.808433
Right-Cerebellum-White-Matter,CycleMorph,0.779236
Right-Cerebellum-White-Matter,CycleMorph,0.789437
Right-Cerebellum-White-Matter,CycleMorph,0.734084
Right-Cerebellum-White-Matter,CycleMorph,0.756669
Right-Cerebellum-White-Matter,CycleMorph,0.721946
Right-Cerebellum-White-Matter,CycleMorph,0.776987
Right-Cerebellum-White-Matter,CycleMorph,0.635304
Right-Cerebellum-White-Matter,CycleMorph,0.797066
Right-Cerebellum-White-Matter,CycleMorph,0.783865
Right-Cerebellum-White-Matter,CycleMorph,0.814494
Right-Cerebellum-White-Matter,CycleMorph,0.810621
Right-Cerebellum-White-Matter,CycleMorph,0.754208
Right-Cerebellum-White-Matter,CycleMorph,0.79624
Right-Cerebellum-White-Matter,CycleMorph,0.805391
Right-Cerebellum-White-Matter,CycleMorph,0.802199
Right-Cerebellum-White-Matter,CycleMorph,0.773123
Right-Cerebellum-White-Matter,CycleMorph,0.781884
Right-Cerebellum-White-Matter,CycleMorph,0.718357
Right-Cerebellum-White-Matter,CycleMorph,0.766042
Right-Cerebellum-White-Matter,CycleMorph,0.740084
Right-Cerebellum-White-Matter,CycleMorph,0.674595
Right-Cerebellum-White-Matter,CycleMorph,0.799781
Right-Cerebellum-Cortex,CycleMorph,0.831504
Right-Cerebellum-Cortex,CycleMorph,0.804602
Right-Cerebellum-Cortex,CycleMorph,0.858883
Right-Cerebellum-Cortex,CycleMorph,0.834844
Right-Cerebellum-Cortex,CycleMorph,0.660313
Right-Cerebellum-Cortex,CycleMorph,0.845045
Right-Cerebellum-Cortex,CycleMorph,0.818662
Right-Cerebellum-Cortex,CycleMorph,0.741453
Right-Cerebellum-Cortex,CycleMorph,0.839427
Right-Cerebellum-Cortex,CycleMorph,0.837502
Right-Cerebellum-Cortex,CycleMorph,0.75095
Right-Cerebellum-Cortex,CycleMorph,0.737229
Right-Cerebellum-Cortex,CycleMorph,0.824564
Right-Cerebellum-Cortex,CycleMorph,0.808027
Right-Cerebellum-Cortex,CycleMorph,0.765363
Right-Cerebellum-Cortex,CycleMorph,0.830858
Right-Cerebellum-Cortex,CycleMorph,0.803728
Right-Cerebellum-Cortex,CycleMorph,0.762974
Right-Cerebellum-Cortex,CycleMorph,0.773647
Right-Cerebellum-Cortex,CycleMorph,0.629277
Right-Cerebellum-Cortex,CycleMorph,0.801669
Right-Cerebellum-Cortex,CycleMorph,0.805545
Right-Cerebellum-Cortex,CycleMorph,0.777524
Right-Cerebellum-Cortex,CycleMorph,0.809691
Right-Cerebellum-Cortex,CycleMorph,0.780484
Right-Cerebellum-Cortex,CycleMorph,0.789059
Right-Cerebellum-Cortex,CycleMorph,0.730052
Right-Cerebellum-Cortex,CycleMorph,0.810903
Right-Cerebellum-Cortex,CycleMorph,0.827063
Right-Cerebellum-Cortex,CycleMorph,0.826326
Right-Cerebellum-Cortex,CycleMorph,0.822378
Right-Cerebellum-Cortex,CycleMorph,0.661918
Right-Cerebellum-Cortex,CycleMorph,0.731529
Right-Cerebellum-Cortex,CycleMorph,0.727337
Right-Cerebellum-Cortex,CycleMorph,0.841824
Right-Cerebellum-Cortex,CycleMorph,0.820522
Right-Cerebellum-Cortex,CycleMorph,0.833951
Right-Cerebellum-Cortex,CycleMorph,0.760945
Right-Cerebellum-Cortex,CycleMorph,0.824418
Right-Cerebellum-Cortex,CycleMorph,0.855146
Right-Cerebellum-Cortex,CycleMorph,0.775052
Right-Cerebellum-Cortex,CycleMorph,0.782965
Right-Cerebellum-Cortex,CycleMorph,0.789917
Right-Cerebellum-Cortex,CycleMorph,0.717395
Right-Cerebellum-Cortex,CycleMorph,0.725211
Right-Cerebellum-Cortex,CycleMorph,0.85471
Right-Cerebellum-Cortex,CycleMorph,0.779002
Right-Cerebellum-Cortex,CycleMorph,0.79705
Right-Cerebellum-Cortex,CycleMorph,0.726512
